Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,Sleep_Hours_per_Night_Entier,Country
S3375,Maria,Johnson,student2375@university.com,Female,23,Mathematics,75.58852,6.667253521,68.94,75.74,B,16.83111111,Yes,Yes,None,Low,1,6.8,7,Canada
S3376,John,Smith,student2376@university.com,Female,22,CS,81.69042,8.374038462,81.03,87.09,F,19.35333333,Yes,Yes,Master's,High,6,4.4,4,Japan
S3377,Liam,Davis,student2377@university.com,Female,20,CS,70.7412,7.99245283,79.55,84.72,D,18.82666667,Yes,Yes,,High,2,6.5,7,Canada
S3378,Ali,Johnson,student2378@university.com,Male,21,Engineering,58.65112,5.720391808,59.99,64.24,F,14.27555556,No,Yes,High School,Low,9,8.3,8,Canada
S3379,Maria,Jones,student2379@university.com,Male,24,Engineering,77.13211,7.122374429,74.71,77.99,A,17.33111111,Yes,Yes,,Low,4,4.3,4,US
S3380,Emma,Brown,student2380@university.com,Female,21,CS,72.65977,6.806287171,73.57,80.11,F,17.80222222,Yes,Yes,None,High,10,7.2,7,France
S3381,Ali,Jones,student2381@university.com,Male,18,CS,67.31964,5.939367311,61.21,67.59,B,15.02,No,Yes,PhD,Low,5,8.9,9,Canada
S3382,Sara,Brown,student2382@university.com,Female,20,CS,70.09006,7.986615679,77.33,83.54,A,18.56444444,Yes,Yes,,High,2,6.6,7,Japan
S3383,Emma,Brown,student2383@university.com,Female,21,Engineering,82.3676,8.794695481,85.48,89.53,D,19.89555556,Yes,Yes,None,High,5,5.5,6,Australia
S3384,Ali,Jones,student2384@university.com,Female,23,CS,65.27697,6.713582677,61.03,68.21,A,15.15777778,No,Yes,Bachelor's,Low,7,6.9,7,Japan
S3385,Emma,Jones,student2385@university.com,Female,22,Engineering,44.66,5.019782394,41.92,50.75,F,11.27777778,No,No,Master's,Low,5,6.7,7,Japan
S3386,Sara,Johnson,student2386@university.com,Female,22,Engineering,54.04347,5.603820598,61.11,67.47,A,14.99333333,No,Yes,None,Low,1,4.5,5,Canada
S3387,Liam,Davis,student2387@university.com,Female,19,Business,48.3016,4.668896321,49.84,55.84,D,12.40888889,No,Yes,,Low,9,5.1,5,Canada
S3388,John,Davis,student2388@university.com,Male,19,CS,56.79774,5.210099188,47.82,57.78,F,12.84,No,Yes,Master's,Low,2,7.3,7,US
S3389,Sara,Jones,student2389@university.com,Male,22,CS,63.2458,5.548334687,62.82,68.3,F,15.17777778,No,Yes,None,Low,4,7,7,Japan
S3390,Sara,Johnson,student2390@university.com,Female,23,Engineering,57.54214,5.218668971,57.51,60.38,A,13.41777778,No,Yes,High School,Low,6,5.7,6,Canada
S3391,Emma,Davis,student2391@university.com,Male,22,Business,93.06388,9.024253731,96.52,96.74,D,21.49777778,Yes,Yes,None,High,1,8.9,9,Canada
S3392,Liam,Johnson,student2392@university.com,Female,19,CS,75.86352,6.669895077,76.52,82.64,C,18.36444444,Yes,Yes,High School,High,9,7.2,7,Japan
S3393,Omar,Johnson,student2393@university.com,Male,21,Engineering,61.26744,6.192495922,73.72,75.92,B,16.87111111,Yes,Yes,High School,Low,9,5.2,5,France
S3394,Ahmed,Brown,student2394@university.com,Male,18,CS,48.36942,4.565099458,49.47,50.49,A,11.22,No,No,High School,Low,8,6.4,6,Australia
S3395,Maria,Davis,student2395@university.com,Male,19,CS,52.75208,5.128252788,48.54,55.18,A,12.26222222,No,Yes,Master's,Low,9,7.6,8,Japan
S3396,Maria,Davis,student2396@university.com,Female,23,Engineering,73.23498,8.129090909,84.27,89.42,B,19.87111111,Yes,Yes,High School,High,4,7.4,7,Canada
S3397,John,Brown,student2397@university.com,Male,21,CS,67.82224,5.864135021,61.43,69.49,D,15.44222222,No,Yes,None,Low,9,5.2,5,Australia
S3398,John,Jones,student2398@university.com,Female,21,Business,45.10901,4.625663717,44.31,52.27,C,11.61555556,No,No,,Low,4,7.2,7,US
S3399,Maria,Brown,student2399@university.com,Female,21,Engineering,83.42992,9.037623762,86.53,91.28,A,20.28444444,Yes,Yes,High School,High,5,5.7,6,Japan
S3400,Ahmed,Davis,student2400@university.com,Female,20,Engineering,60.18012,5.533559898,64.38,65.13,A,14.47333333,No,Yes,,Low,6,6.3,6,Australia
S3401,Maria,Davis,student2401@university.com,Male,20,Engineering,65.42864,5.364551084,67.95,69.31,B,15.40222222,No,Yes,None,Low,7,7.3,7,Japan
S3402,Omar,Jones,student2402@university.com,Male,24,Engineering,79.27216,9.764589515,92.28,98.72,D,21.93777778,Yes,Yes,Bachelor's,High,3,6.9,7,Japan
S3403,Ahmed,Brown,student2403@university.com,Male,21,CS,44.22938,4.052673583,42.12,50.78,A,11.28444444,No,No,None,Low,2,7.6,8,Australia
S3404,John,Smith,student2404@university.com,Female,23,Business,82.19685,6.666924864,76.48,86.07,A,19.12666667,Yes,Yes,,High,5,5.9,6,Japan
S3405,Ali,Smith,student2405@university.com,Female,22,Mathematics,86.81904,7.993437244,90.85,97.44,A,21.65333333,Yes,Yes,None,High,10,7.8,8,Japan
S3406,Emma,Jones,student2406@university.com,Male,23,CS,47.92419,4.286059629,50.41,53.19,B,11.82,No,No,High School,Low,3,4.1,4,Canada
S3407,Omar,Brown,student2407@university.com,Female,20,CS,83.5035,7.900084674,89.33,93.3,C,20.73333333,Yes,Yes,Bachelor's,High,3,4.9,5,Japan
S3408,Omar,Brown,student2408@university.com,Male,19,CS,69.53542,5.930485762,66.2,70.81,A,15.73555556,No,Yes,Bachelor's,Low,7,8.9,9,Canada
S3409,Liam,Johnson,student2409@university.com,Male,24,Engineering,87.327,9.26035503,88.87,93.9,B,20.86666667,Yes,Yes,,High,6,4.4,4,France
S3410,John,Davis,student2410@university.com,Male,20,Engineering,56.51424,5.199523052,56.67,65.41,A,14.53555556,No,Yes,High School,Low,3,7.3,7,France
S3411,John,Williams,student2411@university.com,Male,22,Business,89.31613,8.819395018,95.74,99.13,C,22.02888889,Yes,Yes,PhD,High,7,8.6,9,US
S3412,Sara,Jones,student2412@university.com,Female,18,Business,68.0211,6.700569569,81.05,82.35,C,18.3,Yes,Yes,High School,High,10,8.3,8,Canada
S3413,Omar,Williams,student2413@university.com,Male,24,Engineering,67.27645,6.311093871,79.27,81.35,D,18.07777778,Yes,Yes,PhD,High,10,8.6,9,Canada
S3414,Sara,Williams,student2414@university.com,Male,20,Engineering,76.3938,8.844270323,85.38,90.3,A,20.06666667,Yes,Yes,High School,High,6,8.9,9,US
S3415,Sara,Jones,student2415@university.com,Male,23,Engineering,63.06674,6.880268199,64.76,71.83,A,15.96222222,Yes,Yes,None,Low,1,5.8,6,Canada
S3416,Emma,Brown,student2416@university.com,Male,24,Engineering,52.73534,5.752285192,55.42,62.93,B,13.98444444,No,Yes,,Low,5,5.7,6,US
S3417,Sara,Jones,student2417@university.com,Male,23,Engineering,61.3818,5.429922614,60.51,63.15,A,14.03333333,No,Yes,,Low,4,4.6,5,Australia
S3418,Ahmed,Williams,student2418@university.com,Male,21,Engineering,61.60678,5.382686084,62.95,66.53,D,14.78444444,No,Yes,Master's,Low,3,5,5,Australia
S3419,Maria,Davis,student2419@university.com,Male,21,Engineering,73.75344,6.977566868,78.1,80.87,F,17.97111111,Yes,Yes,None,High,3,7.3,7,Canada
S3420,Ali,Davis,student2420@university.com,Female,21,Engineering,86.03712,8.258760108,91.68,91.92,A,20.42666667,Yes,Yes,Bachelor's,High,8,5.7,6,France
S3421,John,Davis,student2421@university.com,Female,24,Engineering,62.45834,5.903937008,72.52,74.98,F,16.66222222,Yes,Yes,,Low,3,5.7,6,US
S3422,Ahmed,Brown,student2422@university.com,Female,18,Business,59.36382,6.070069204,61.36,70.17,A,15.59333333,No,Yes,None,Low,2,7.2,7,Australia
S3423,Ali,Smith,student2423@university.com,Female,22,Engineering,78.65813,7.562394604,79.95,89.69,F,19.93111111,Yes,Yes,PhD,High,5,4.5,5,Canada
S3424,Omar,Jones,student2424@university.com,Male,24,Engineering,56.80688,5.311367381,58.34,64.48,C,14.32888889,No,Yes,Bachelor's,Low,10,4.3,4,France
S3425,Omar,Davis,student2425@university.com,Female,19,Engineering,71.4447,7.324371206,76.67,84.45,D,18.76666667,Yes,Yes,PhD,High,3,8,8,Japan
S3426,Omar,Jones,student2426@university.com,Female,23,Engineering,48.15759,4.650126156,53.56,55.29,B,12.28666667,No,Yes,None,Low,10,7.9,8,Japan
S3427,Ahmed,Davis,student2427@university.com,Female,23,CS,53.48926,5.398642095,50.9,55.66,B,12.36888889,No,Yes,None,Low,3,5.9,6,Australia
S3428,Ahmed,Brown,student2428@university.com,Male,24,CS,73.0758,7.025641026,74.66,82.2,A,18.26666667,Yes,Yes,,High,8,7,7,Australia
S3429,John,Smith,student2429@university.com,Female,24,Engineering,49.10498,5.266536965,51.48,54.14,B,12.03111111,No,No,None,Low,9,5.2,5,Japan
S3430,Maria,Smith,student2430@university.com,Female,22,Engineering,52.95675,5.407303371,53.84,57.75,B,12.83333333,No,Yes,PhD,Low,2,5.8,6,Japan
S3431,Liam,Davis,student2431@university.com,Male,18,Mathematics,69.28066,6.476874003,75.08,81.22,B,18.04888889,Yes,Yes,Master's,High,1,4.2,4,Japan
S3432,Sara,Brown,student2432@university.com,Female,24,CS,68.02686,6.012541806,68.02,71.91,B,15.98,Yes,Yes,None,Low,8,5.4,5,Japan
S3433,Omar,Johnson,student2433@university.com,Male,21,CS,63.93114,7.728712871,69.96,78.06,A,17.34666667,Yes,Yes,,Low,10,4.1,4,Japan
S3434,Emma,Jones,student2434@university.com,Female,22,CS,96.77415,9.152777778,92.86,98.85,A,21.96666667,Yes,Yes,PhD,High,10,6.1,6,France
S3435,Maria,Jones,student2435@university.com,Male,19,CS,77.6832,6.650366748,73.56,81.6,B,18.13333333,Yes,Yes,,High,6,6.6,7,Japan
S3436,Emma,Williams,student2436@university.com,Female,21,Business,70.55198,7.198190045,70.17,79.54,F,17.67555556,Yes,Yes,High School,Low,9,6.5,7,France
S3437,John,Brown,student2437@university.com,Female,19,CS,56.03612,6.759059745,66.2,69.01,A,15.33555556,No,Yes,PhD,Low,1,5.7,6,Canada
S3438,John,Williams,student2438@university.com,Female,20,Engineering,71.10288,7.023255814,78.11,81.54,F,18.12,Yes,Yes,PhD,High,5,5,5,Australia
S3439,John,Davis,student2439@university.com,Male,19,Engineering,50.3461,3.950858034,44.65,50.65,F,11.25555556,No,No,None,Low,5,6.3,6,US
S3440,Ali,Williams,student2440@university.com,Female,21,Engineering,77.24704,6.027089783,77.33,77.87,D,17.30444444,Yes,Yes,PhD,Low,3,8.3,8,Canada
S3441,Emma,Smith,student2441@university.com,Male,20,Business,51.3024,5.275419546,49.94,53.44,B,11.87555556,No,No,Bachelor's,Low,2,8.9,9,US
S3442,Maria,Jones,student2442@university.com,Male,21,Engineering,49.29608,5.516274864,55.67,61.01,A,13.55777778,No,Yes,High School,Low,9,5.6,6,Australia
S3443,Liam,Williams,student2443@university.com,Male,23,CS,76.12784,7.250463822,72.38,78.16,B,17.36888889,Yes,Yes,Bachelor's,Low,7,8.9,9,Japan
S3444,Maria,Smith,student2444@university.com,Male,21,Business,80.7312,8.241106719,79.6,83.4,D,18.53333333,Yes,Yes,Bachelor's,High,9,6.2,6,Japan
S3445,Ahmed,Brown,student2445@university.com,Female,20,Business,63.77004,5.77,59.78,69.24,B,15.38666667,No,Yes,None,Low,3,7.1,7,Japan
S3446,Ahmed,Williams,student2446@university.com,Female,19,CS,60.80415,5.957178841,64.86,70.95,F,15.76666667,No,Yes,PhD,Low,1,8,8,Japan
S3447,Omar,Davis,student2447@university.com,Female,23,CS,66.1367,5.916271722,68.78,74.9,A,16.64444444,Yes,Yes,High School,Low,2,5.8,6,US
S3448,Liam,Davis,student2448@university.com,Male,18,CS,78.71525,7.238683128,80.77,87.95,C,19.54444444,Yes,Yes,High School,High,6,5,5,Canada
S3449,Ahmed,Davis,student2449@university.com,Female,18,CS,45.99552,4.009456265,46.91,50.88,F,11.30666667,No,No,High School,Low,6,5.4,5,France
S3450,John,Jones,student2450@university.com,Male,18,Mathematics,66.20025,5.565384615,66.79,72.35,F,16.07777778,Yes,Yes,Bachelor's,Low,2,8.2,8,Japan
S3451,Maria,Williams,student2451@university.com,Male,18,Engineering,49.39154,4.584990958,46.84,50.71,B,11.26888889,No,No,High School,Low,9,8.7,9,Japan
S3452,Emma,Brown,student2452@university.com,Male,22,CS,62.20028,5.990917348,65.21,65.96,A,14.65777778,No,Yes,High School,Low,10,4.6,5,Japan
S3453,John,Williams,student2453@university.com,Female,18,Business,62.00784,6.223587224,75.68,75.99,A,16.88666667,Yes,Yes,,Low,1,7.5,8,US
S3454,Ali,Jones,student2454@university.com,Female,20,Engineering,51.246,4.909090909,50.84,54,D,12,No,No,None,Low,4,4.2,4,Japan
S3455,Ahmed,Smith,student2455@university.com,Male,24,CS,63.64082,6.595026643,69.86,74.26,B,16.50222222,Yes,Yes,Bachelor's,Low,4,8.4,8,France
S3456,John,Jones,student2456@university.com,Female,18,Mathematics,77.36892,7.50624025,94.94,96.23,C,21.38444444,Yes,Yes,Bachelor's,High,1,8.3,8,US
S3457,John,Davis,student2457@university.com,Female,21,Business,68.76432,6.823481781,79.1,84.27,A,18.72666667,Yes,Yes,,High,5,7.9,8,Japan
S3458,Ali,Smith,student2458@university.com,Male,24,Business,83.05052,8.676728335,84.55,89.11,F,19.80222222,Yes,Yes,Master's,High,6,8.1,8,Japan
S3459,Sara,Davis,student2459@university.com,Male,18,Engineering,64.95444,6.574043261,72.58,79.02,D,17.56,Yes,Yes,Master's,Low,9,7,7,Japan
S3460,Maria,Johnson,student2460@university.com,Female,24,Business,79.1747,7.665319321,87.14,94.82,D,21.07111111,Yes,Yes,PhD,High,8,4.7,5,Japan
S3461,Emma,Jones,student2461@university.com,Male,19,CS,54.93172,5.087843833,56.61,57.34,D,12.74222222,No,Yes,PhD,Low,4,8.6,9,Japan
S3462,Omar,Jones,student2462@university.com,Male,20,Engineering,69.51791,6.845136922,72.32,72.49,A,16.10888889,Yes,Yes,Bachelor's,Low,6,4.7,5,Canada
S3463,Sara,Brown,student2463@university.com,Female,20,Mathematics,63.88,6.772688719,70.07,79.85,D,17.74444444,Yes,Yes,,Low,7,5.1,5,US
S3464,Ahmed,Williams,student2464@university.com,Female,24,CS,75.02967,7.999146029,88.21,93.67,A,20.81555556,Yes,Yes,Master's,High,6,6.2,6,France
S3465,John,Smith,student2465@university.com,Male,23,Business,58.1406,5.956284153,57.67,65.4,C,14.53333333,No,Yes,PhD,Low,5,6.5,7,France
S3466,Liam,Smith,student2466@university.com,Female,22,Engineering,41.59986,4.465655665,49.55,50.06,F,11.12444444,No,No,Master's,Low,1,4.5,5,Japan
S3467,Ali,Brown,student2467@university.com,Male,21,CS,81.54272,8.562012142,95.11,98.72,A,21.93777778,Yes,Yes,Master's,High,7,7.8,8,Canada
S3468,Ali,Brown,student2468@university.com,Male,24,Business,50.7357,4.107285829,51.02,51.3,D,11.4,No,No,Bachelor's,Low,7,4.7,5,US
S3469,Liam,Williams,student2469@university.com,Female,20,CS,54.27804,5.643486778,55.2,57.62,A,12.80444444,No,Yes,PhD,Low,5,7.3,7,Japan
S3470,Maria,Davis,student2470@university.com,Male,19,Engineering,65.7675,6.399639964,63.14,71.1,C,15.8,Yes,Yes,,Low,9,6.3,6,Japan
S3471,Sara,Williams,student2471@university.com,Male,18,CS,61.05312,6.979477612,68.89,74.82,C,16.62666667,Yes,Yes,,Low,3,8.1,8,Japan
S3472,Omar,Jones,student2472@university.com,Male,20,Mathematics,90.06904,7.58643507,87.99,91.72,A,20.38222222,Yes,Yes,,High,1,5.5,6,Japan
S3473,Maria,Davis,student2473@university.com,Female,19,CS,63.26886,6.586897179,65.49,72.39,A,16.08666667,Yes,Yes,Master's,Low,5,8.2,8,Japan
S3474,Liam,Johnson,student2474@university.com,Female,18,CS,74.42994,6.1896,77.18,77.37,B,17.19333333,Yes,Yes,Bachelor's,Low,4,5.3,5,Canada
S3475,John,Williams,student2475@university.com,Female,22,CS,56.04,5.415162455,53.14,60,A,13.33333333,No,Yes,High School,Low,6,6.9,7,US
S3476,Liam,Brown,student2476@university.com,Male,20,Mathematics,63.1603,6.091614907,72.14,78.46,C,17.43555556,Yes,Yes,,Low,2,6.4,6,US
S3477,Maria,Davis,student2477@university.com,Male,20,Business,58.92508,6.248378128,60.52,67.42,B,14.98222222,No,Yes,PhD,Low,5,5.8,6,US
S3478,Emma,Williams,student2478@university.com,Female,24,Business,51.58866,4.384676776,50.66,54.94,F,12.20888889,No,No,Master's,Low,8,4.1,4,Australia
S3479,Ali,Smith,student2479@university.com,Female,24,Engineering,82.33272,7.880161943,87.8,97.32,A,21.62666667,Yes,Yes,Master's,High,8,6,6,Canada
S3480,Ali,Johnson,student2480@university.com,Female,19,Engineering,50.13216,5.007407407,52.94,54.08,F,12.01777778,No,No,PhD,Low,2,4.6,5,France
S3481,Ahmed,Jones,student2481@university.com,Male,23,CS,72.31318,6.732744783,79.28,83.89,C,18.64222222,Yes,Yes,Master's,High,3,5.1,5,US
S3482,Ahmed,Smith,student2482@university.com,Female,24,Engineering,92.16606,8.296521739,89.22,95.41,A,21.20222222,Yes,Yes,Bachelor's,High,9,7.4,7,Japan
S3483,Liam,Smith,student2483@university.com,Male,21,CS,58.90104,4.635220126,55.39,58.96,A,13.10222222,No,Yes,PhD,Low,7,6.9,7,Japan
S3484,Omar,Johnson,student2484@university.com,Female,22,Mathematics,50.78706,5.224662162,52.45,61.86,A,13.74666667,No,Yes,PhD,Low,9,6.6,7,US
S3485,John,Jones,student2485@university.com,Male,21,Business,66.48888,5.513137558,67.09,71.34,D,15.85333333,Yes,Yes,None,Low,4,6.8,7,US
S3486,Emma,Brown,student2486@university.com,Male,20,Engineering,53.46698,5.195024077,60.97,64.73,B,14.38444444,No,Yes,Master's,Low,7,4.6,5,Australia
S3487,Sara,Davis,student2487@university.com,Female,21,CS,75.19725,7.510674637,79.13,87.95,A,19.54444444,Yes,Yes,None,High,7,4.8,5,Canada
S3488,Maria,Jones,student2488@university.com,Male,18,Business,59.21535,5.589807853,58.04,66.91,B,14.86888889,No,Yes,Master's,Low,7,6.7,7,Japan
S3489,Omar,Williams,student2489@university.com,Female,22,CS,82.4107,9.556304139,92.23,99.29,A,22.06444444,Yes,Yes,High School,High,10,6,6,Australia
S3490,John,Smith,student2490@university.com,Male,21,CS,79.64958,7.586938776,85.15,92.94,D,20.65333333,Yes,Yes,PhD,High,5,6.3,6,US
S3491,Ahmed,Williams,student2491@university.com,Male,18,CS,91.16874,7.421299922,92.41,94.77,A,21.06,Yes,Yes,None,High,6,8.4,8,France
S3492,Liam,Brown,student2492@university.com,Female,19,Engineering,46.31978,4.151444184,52.12,53.18,A,11.81777778,No,No,,Low,4,4.9,5,Japan
S3493,Maria,Williams,student2493@university.com,Male,21,Business,52.58508,5.580645161,54.62,58.82,C,13.07111111,No,Yes,None,Low,9,8.6,9,Canada
S3494,Ahmed,Jones,student2494@university.com,Female,22,CS,55.25415,4.967714528,55.1,58.47,B,12.99333333,No,Yes,None,Low,4,8.3,8,Japan
S3495,Liam,Williams,student2495@university.com,Female,18,CS,74.5712,6.593059937,82.94,83.6,A,18.57777778,Yes,Yes,High School,High,9,8.5,9,France
S3496,Maria,Brown,student2496@university.com,Female,21,Engineering,45.034,4.481842338,41.8,50.6,A,11.24444444,No,No,PhD,Low,9,7.2,7,Australia
S3497,Sara,Brown,student2497@university.com,Male,19,Business,79.9332,8.173755656,83.85,90.32,B,20.07111111,Yes,Yes,Bachelor's,High,5,8.3,8,Japan
S3498,John,Brown,student2498@university.com,Male,21,CS,73.0184,6.212851406,72.42,77.35,A,17.18888889,Yes,Yes,Master's,Low,9,9,9,Japan
S3499,Maria,Jones,student2499@university.com,Male,18,CS,76.83192,6.728522337,78.27,78.32,A,17.40444444,Yes,Yes,PhD,Low,9,6.4,6,US
S3500,Emma,Brown,student2500@university.com,Female,21,Mathematics,71.56597,6.067087609,74.29,76.87,F,17.08222222,Yes,Yes,Master's,Low,3,8.3,8,Japan
S3501,Omar,Smith,student2501@university.com,Female,22,Mathematics,70.09101,6.854464286,70.48,76.77,F,17.06,Yes,Yes,,Low,3,8.5,9,Japan
S3502,Ali,Brown,student2502@university.com,Male,20,Mathematics,52.64331,5.634054563,55.32,59.89,C,13.30888889,No,Yes,Bachelor's,Low,4,5.5,6,Australia
S3503,Emma,Williams,student2503@university.com,Male,18,Business,53.5736,5.373534338,58.38,64.16,F,14.25777778,No,Yes,Master's,Low,8,6.2,6,Australia
S3504,Emma,Davis,student2504@university.com,Female,18,CS,60.32218,5.815480844,71.44,74.38,F,16.52888889,Yes,Yes,Master's,Low,3,6.9,7,Australia
S3505,Omar,Williams,student2505@university.com,Male,18,CS,71.05483,6.921617162,81.15,83.89,F,18.64222222,Yes,Yes,Master's,High,2,5.7,6,US
S3506,Ali,Davis,student2506@university.com,Female,18,CS,57.6852,5.771324864,57.56,63.6,A,14.13333333,No,Yes,Bachelor's,Low,6,5.6,6,US
S3507,Emma,Williams,student2507@university.com,Male,21,CS,87.05884,8.503766478,87.15,90.31,A,20.06888889,Yes,Yes,Bachelor's,High,3,5.9,6,Japan
S3508,Maria,Jones,student2508@university.com,Female,22,Mathematics,75.77361,8.679769895,89.45,90.53,B,20.11777778,Yes,Yes,Bachelor's,High,9,6.1,6,Japan
S3509,Maria,Williams,student2509@university.com,Male,19,Business,59.42277,5.046751189,60.02,63.69,A,14.15333333,No,Yes,,Low,10,5.3,5,US
S3510,Maria,Jones,student2510@university.com,Male,22,Business,64.662,6.01387818,73.3,78,D,17.33333333,Yes,Yes,Master's,Low,9,6.4,6,Canada
S3511,Ali,Jones,student2511@university.com,Female,18,CS,62.52615,5.639632107,57.75,67.45,F,14.98888889,No,Yes,PhD,Low,10,7.9,8,France
S3512,Emma,Brown,student2512@university.com,Female,23,Mathematics,48.75507,4.985762144,51.06,59.53,C,13.22888889,No,Yes,,Low,6,7.1,7,Australia
S3513,Liam,Smith,student2513@university.com,Female,21,Business,75.9423,8.384401114,86.77,90.3,C,20.06666667,Yes,Yes,,High,5,5.9,6,France
S3514,Ali,Davis,student2514@university.com,Male,23,CS,87.6216,7.902380952,91.37,99.57,A,22.12666667,Yes,Yes,,High,2,4.8,5,US
S3515,Maria,Brown,student2515@university.com,Female,21,Business,74.45379,7.392823418,68.49,78.29,F,17.39777778,Yes,Yes,Bachelor's,Low,8,8.1,8,US
S3516,Omar,Brown,student2516@university.com,Female,18,CS,78.0912,9.255319149,87.51,95.7,D,21.26666667,Yes,Yes,None,High,3,6.6,7,Canada
S3517,Emma,Jones,student2517@university.com,Male,21,CS,68.1513,6.958474576,74.81,82.11,D,18.24666667,Yes,Yes,Master's,High,5,8.9,9,Canada
S3518,Emma,Jones,student2518@university.com,Female,18,Engineering,71.40048,7.578896418,72.22,78.29,B,17.39777778,Yes,Yes,Bachelor's,Low,10,5.3,5,Japan
S3519,Ahmed,Davis,student2519@university.com,Female,22,Engineering,66.75702,5.728328173,68.1,74.01,A,16.44666667,Yes,Yes,Master's,Low,4,4.9,5,Japan
S3520,Ahmed,Williams,student2520@university.com,Female,24,CS,61.48105,5.731910946,60.24,61.79,C,13.73111111,No,Yes,PhD,Low,3,4,4,Japan
S3521,Sara,Williams,student2521@university.com,Male,20,CS,54.04737,4.94165907,44.75,54.21,B,12.04666667,No,No,None,Low,3,4.4,4,Australia
S3522,Liam,Brown,student2522@university.com,Male,21,Mathematics,63.32136,5.990033223,62.62,72.12,F,16.02666667,Yes,Yes,Master's,Low,9,5.9,6,Australia
S3523,Liam,Johnson,student2523@university.com,Male,18,Engineering,77.75772,7.014375562,76.02,78.07,B,17.34888889,Yes,Yes,,Low,2,5,5,US
S3524,John,Johnson,student2524@university.com,Female,23,Business,68.37582,6.395762712,74.12,75.47,C,16.77111111,Yes,Yes,Bachelor's,Low,3,4.2,4,Canada
S3525,Liam,Williams,student2525@university.com,Male,18,CS,83.67786,6.723235527,84.53,84.78,B,18.84,Yes,Yes,Master's,High,5,5.1,5,Japan
S3526,Ahmed,Johnson,student2526@university.com,Female,23,CS,56.322,5.596244131,57.53,59.6,C,13.24444444,No,Yes,High School,Low,4,7.6,8,US
S3527,Ali,Williams,student2527@university.com,Female,21,CS,62.36091,5.656641604,62.35,67.71,B,15.04666667,No,Yes,Master's,Low,9,7.7,8,Japan
S3528,Liam,Jones,student2528@university.com,Female,19,CS,68.01958,6.149435274,69.75,70.78,D,15.72888889,No,Yes,,Low,5,4.7,5,Australia
S3529,Ahmed,Brown,student2529@university.com,Male,23,CS,53.04102,4.948290242,58.16,59.33,F,13.18444444,No,Yes,Bachelor's,Low,10,8.7,9,Japan
S3530,Sara,Smith,student2530@university.com,Male,18,CS,91.12592,7.838815789,88.92,95.32,F,21.18222222,Yes,Yes,,High,5,4.8,5,US
S3531,Emma,Brown,student2531@university.com,Female,21,Engineering,80.38048,7.083403538,76.8,84.08,A,18.68444444,Yes,Yes,,High,7,4.4,4,Canada
S3532,Liam,Williams,student2532@university.com,Female,18,CS,53.17066,5.073420074,50.41,54.59,D,12.13111111,No,No,None,Low,4,4.8,5,Canada
S3533,Sara,Williams,student2533@university.com,Male,19,Business,69.02584,7.389128559,84.88,85.64,D,19.03111111,Yes,Yes,,High,5,4.7,5,Japan
S3534,Emma,Brown,student2534@university.com,Male,20,CS,76.30654,7.139298893,75.67,77.39,B,17.19777778,Yes,Yes,,Low,1,7.2,7,Japan
S3535,Omar,Davis,student2535@university.com,Male,24,Engineering,65.6844,7.042513863,68.65,76.2,D,16.93333333,Yes,Yes,Master's,Low,7,4.8,5,Japan
S3536,Omar,Williams,student2536@university.com,Female,24,CS,89.24253,8.229114971,99.03,99.49,F,22.10888889,Yes,Yes,None,High,4,7.2,7,US
S3537,Emma,Johnson,student2537@university.com,Male,19,Engineering,70.63443,6.247876448,74.74,80.91,C,17.98,Yes,Yes,Bachelor's,High,2,5.4,5,Australia
S3538,Liam,Johnson,student2538@university.com,Male,22,CS,80.99336,8.218370884,89.17,94.84,C,21.07555556,Yes,Yes,High School,High,7,5.2,5,France
S3539,John,Williams,student2539@university.com,Male,21,Mathematics,85.34656,8.074261603,94.29,95.68,B,21.26222222,Yes,Yes,High School,High,8,8.5,9,Australia
S3540,Ahmed,Williams,student2540@university.com,Female,19,Business,53.74832,4.596828047,55.03,55.07,A,12.23777778,No,Yes,Bachelor's,Low,9,5.1,5,Japan
S3541,Ali,Davis,student2541@university.com,Male,20,Engineering,41.64692,3.966955153,45.2,50.42,A,11.20444444,No,No,None,Low,8,8.3,8,Canada
S3542,Ali,Johnson,student2542@university.com,Female,18,CS,63.93816,6.9,69.46,71.76,F,15.94666667,Yes,Yes,PhD,Low,8,5.5,6,France
S3543,Maria,Williams,student2543@university.com,Female,21,Engineering,76.60636,8.538610039,80.83,88.46,D,19.65777778,Yes,Yes,High School,High,8,9,9,Australia
S3544,Emma,Williams,student2544@university.com,Female,23,Business,82.45384,8.383272059,84.9,91.21,A,20.26888889,Yes,Yes,Master's,High,7,8.9,9,Japan
S3545,Ali,Davis,student2545@university.com,Male,19,CS,79.5393,8.191567369,85.1,89.37,A,19.86,Yes,Yes,High School,High,2,8.1,8,Australia
S3546,Liam,Davis,student2546@university.com,Male,20,Engineering,66.86064,7.171456888,69.02,72.36,B,16.08,Yes,Yes,PhD,Low,2,8.3,8,Canada
S3547,John,Brown,student2547@university.com,Male,19,Business,72.5375,7.648601399,82.53,87.5,A,19.44444444,Yes,Yes,Bachelor's,High,9,8.1,8,France
